place_id,Restaurant Name,Address,Country,Region,Price,Cuisine,Longitude,Latitude,Phone Number,Michelin Guide Post Link,Google Website Link,Michelin Award,Facilities And Services,Description,SFA Hygiene Grade,Safety Penalty,Review Count,Average Rating,value_tier,value_score,service_tier,service_score,taste_tier,taste_score,value_tier_numeric,service_tier_numeric,taste_tier_numeric
ChIJOz8z1WEQ2jERUvGfJfnDOFQ,Boon Tong Kee (Cheong Chin Nam),"17 Cheong Chin Nam Road, Singapore 599736",Singapore,Central,2.0,Chinese,103.7751229,1.3433628,9296 9104,Not in Michelin Guide Yet,https://maps.google.com/?cid=6068815972727255378,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,4,2.75,good,0.5804,poor,0.5817,good,0.7664,3.0,2.75,3.75
ChIJcaXtvtMZ2jERv18nVeVn1sY,Boon Tong Kee (Whampoa West),"34 Whampoa West, Singapore 330034",Singapore,Central,2.0,Chinese,103.8622168,1.3197269,6299 9880,Not in Michelin Guide Yet,https://maps.google.com/?cid=14327753499199627199,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,3,3.0,average,0.8099,excellent,0.4061,good,0.5888,3.0,4.0,3.33
ChIJW-F7a9kW2jEROnVdsO3RJVc,Boon Tong Kee (Amk),"Ang Mo Kio Street 22, Singapore 560234",Singapore,North-East,2.0,Chicken,103.8370641,1.3674605,6457 2696,Not in Michelin Guide Yet,https://maps.google.com/?cid=6279656074234393914,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,1,5.0,average,0.9197,good,0.8654,good,0.998,3.0,4.0,4.0
ChIJmbtIXUEX2jER_XOAmAeeaDY,Boon Western Delights,"Blk 982 Buangkok Cres, #02-01 Stall 2, Singapore 530982",Singapore,North-East,1.0,Western,103.879407,1.3808251,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=3920557231086531581,Not Awarded Any Yet,"Dine-in,Takeaway,Wheelchair accessible",No Description Available Yet,A,0,4,2.5,average,0.6984,average,0.5817,average,0.9238,2.5,2.5,2.0
ChIJPYQkQrcb2jER2H0KrdqxUTs,Botanico At The Summerhouse,"Hyde Park Gate, Singapore 797873",Singapore,North-East,4.0,Cafe,103.8683218,1.408043,8809 5840,Not in Michelin Guide Yet,https://maps.google.com/?cid=4274393074115444184,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,5,4.8,good,0.7737,excellent,0.8872,good,0.7968,4.4,5.0,4.2
ChIJ978lPHYP2jERf2c1HxrwMsQ,Bottle Tree Cafe Restaurant By Sembawang Eating House Seafood Restaurant,"510 Upper Jurong Road, Singapore 638365",Singapore,West,2.0,Asian,103.678929,1.332714,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=14137626175252817791,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Coffee,Credit cards,NFC payments",No Description Available Yet,B,1,4,3.0,poor,0.6922,excellent,0.6828,excellent,0.7208,3.0,4.0,3.0
ChIJu_U9EPQR2jERAJy5STz4r7k,Braised Duck. Kway Chap,"624 Choa Chu Kang Street 62, Singapore 680624",Singapore,West,1.0,Street Food,103.747099,1.3981137,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=13380185955759660032,Not Awarded Any Yet,"Dine-in,Takeaway,Wheelchair accessible",No Description Available Yet,A,0,2,4.5,average,0.9462,excellent,0.4824,good,0.9942,3.0,4.5,4.0
ChIJOXHMKG0Z2jERwJRat9r2Qfs,Brasserie Gavroche (French Restaurant),"26 Mohamed Sultan Road, Singapore 239017",Singapore,Central,3.0,French,103.8412486,1.2933273,6225 8266,Not in Michelin Guide Yet,https://maps.google.com/?cid=18105023396245574848,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,2,5.0,average,0.6257,excellent,0.8325,good,0.996,3.5,5.0,4.0
ChIJR5dyfsMT2jERxCaiz9SLVpk,Brew House Sports Bar,"56 Sembawang Road, Singapore 779082",Singapore,North,2.0,Bar,103.8183204,1.4029923,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=11049172481932928708,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,2,5.0,good,0.534,excellent,0.7757,good,0.9637,4.0,5.0,4.0
ChIJJzMZoowZ2jERppRLILP_X8s,Brewerkz Orchard Rendezvous Hotel,"1 Tanglin Road, Singapore 247905",Singapore,Central,2.0,Western,103.8279751,1.3065278,9012 6154,Not in Michelin Guide Yet,https://maps.google.com/?cid=14654712857292936358,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,3.5,good,0.7957,good,0.865,good,0.8864,4.25,4.0,4.25
ChIJxblKLZMP2jERj9R0TfxXNyA,Brio,"1 Jurong West Central 2, #02-24/K5 Jurong Point, Singapore 648886",Singapore,West,2.0,Western,103.7062886,1.3399257,6795 9606,Not in Michelin Guide Yet,https://maps.google.com/?cid=2321420874075657359,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,B,1,3,4.33,good,0.7654,excellent,0.9613,good,0.9645,3.67,4.67,4.33
ChIJ9T6Rr0sT2jERMuM64Dm3ewU,Briyani House,"Woodlands Industrial Park E7, Singapore 757177",Singapore,North,1.0,Indian,103.7963528,1.4506575,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=395110851528024882,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee",No Description Available Yet,B,1,1,1.0,poor,0.5391,terrible,0.4989,good,0.383,2.0,1.0,4.0
ChIJLaF0vQET2jERKKqOgHuLwwM,Broadway Coffeeshop (19 Marsiling Lane),"19 Marsiling Lane, Singapore 730019",Singapore,North,1.0,Coffee Shop,103.7774816,1.4436697,6367 4144,Not in Michelin Guide Yet,https://maps.google.com/?cid=271213765126433320,Not Awarded Any Yet,"Dine-in,Takeaway,Outdoor seating,Beer,Coffee,Cash only,Wheelchair accessible",No Description Available Yet,A,0,5,1.4,poor,0.7769,terrible,0.6288,terrible,0.372,2.4,1.6,1.8
ChIJpdCbpXwT2jERo9jX2FUvxpI,Broadway Food Centre (334A Sembawang Close),"334A Sembawang Close, Singapore 751334",Singapore,North,1.0,Food Court,103.8164216,1.4481094,6758 4144,Not in Michelin Guide Yet,https://maps.google.com/?cid=10576192820682938531,Not Awarded Any Yet,"Dine-in,Takeaway,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,3,3.67,good,0.8305,excellent,0.5693,good,0.9932,3.33,3.67,3.0
ChIJg_s3JRIU2jERULnFgi4wsEs,Broadway Food Centre (848 Yishun Street 81),"848 Yishun Street 81, Singapore 760848",Singapore,North,1.0,Coffee Shop,103.8352741,1.4165039,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=5453912125066295632,Not Awarded Any Yet,"Dine-in,Takeaway,Outdoor seating,Beer,Coffee,Cash only,Wheelchair accessible",No Description Available Yet,A,0,4,3.0,poor,0.8276,excellent,0.4393,good,0.6607,2.5,3.0,4.0
ChIJp4zYJ6QZ2jERqGdrsL7QL2Q,Brotzeit (Raffles City),"252 North Bridge Road, Singapore 179103",Singapore,Central,3.0,German,103.8531695,1.2946453,6883 1534,Not in Michelin Guide Yet,https://maps.google.com/?cid=7219218245120386984,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,5.0,good,0.6779,excellent,0.821,good,0.8456,3.75,4.75,4.0
ChIJHQALBw8Q2jERTRbxK3smjw0,Brotzeit German Beer Bar And Restaurant (Westgate),"J-Walk, Singapore 609690",Singapore,West,2.0,German,103.7425569,1.3336757,6465 9874,Not in Michelin Guide Yet,https://maps.google.com/?cid=977041954622740045,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,4.0,good,0.6233,excellent,0.6801,good,0.8635,3.2,4.2,4.0
ChIJQ7ONulgZ2jERMHtVg8e4VHg,Brotzeit German Beer Bar And Restaurant (Vivocity),"1 HarbourFront Walk, #01-149 VivoCity, Singapore 098585",Singapore,Central,2.0,German,103.8220077,1.2634018,6272 8815,Not in Michelin Guide Yet,https://maps.google.com/?cid=8670758349636467504,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,4.0,average,0.7599,excellent,0.954,good,0.936,3.5,4.25,3.25
ChIJp9nArsUZ2jERhPjbbk1t4Mg,Brunches Cafe,"96 Rangoon Road, Singapore 218374",Singapore,Central,2.0,Cafe,103.8540603,1.3146644,8685 8488,Not in Michelin Guide Yet,https://maps.google.com/?cid=14474689381708593284,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Beer,Wine,Coffee,Credit cards,NFC payments","International meals, breakfasts & snacks are served in this playful hub with retro decor.",A,0,4,4.75,good,0.7428,good,0.7819,good,0.9081,3.5,3.5,4.0
ChIJyd5nY4oQ2jERRdOues0DbgE,Buddy Hoagies Steak & Grill Restaurant (Bukit Timah Shopping Centre),"170 Upper Bukit Timah Road, Singapore 588179",Singapore,Central,2.0,Western,103.7759016,1.3431192,6466 1505,Not in Michelin Guide Yet,https://maps.google.com/?cid=103024022537556805,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Outdoor seating,Beer,Wine,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,4.25,good,0.9346,excellent,0.9284,good,0.9983,3.5,4.25,3.5
ChIJI0VWm2oT2jERN7eZiVtZ0iU,Buey Tahan See Food,"8A Admiralty Street, Singapore 757437",Singapore,North,2.0,Seafood,103.8147431,1.4630794,8908 1300,Not in Michelin Guide Yet,https://maps.google.com/?cid=2725338974198019895,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,NFC payments",No Description Available Yet,A,0,4,3.75,good,0.6056,excellent,0.6302,good,0.9357,3.5,4.75,4.25
ChIJQSRJirMZ2jERI3TKt_gqiVE,Bugis (Longhouse) Lim Kee Beef Noodles,"Sumbawa Road, Singapore 199583",Singapore,Central,1.0,Street Food,103.863775,1.3033459,9391 8919,Not in Michelin Guide Yet,https://maps.google.com/?cid=5875274436605277219,Not Awarded Any Yet,"Dine-in,Takeaway,Wheelchair accessible",No Description Available Yet,A,0,5,5.0,good,0.7418,excellent,0.55,good,0.9009,3.8,4.6,4.0
ChIJSXShWSUV2jERpY1LoqG26Ok,Bukit Ho Swee Charcoal Curry Fish Head (664 Yishun),"664 Yishun Avenue 4, Singapore 760664",Singapore,North,1.0,Street Food,103.8406604,1.4202218,8346 0606,Not in Michelin Guide Yet,https://maps.google.com/?cid=16854922410762931621,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Coffee",No Description Available Yet,A,0,4,3.0,poor,0.6226,excellent,0.3392,good,0.8914,2.5,4.0,4.0
ChIJwQ8GHooQ2jER5Ucy4Sx80Wk,Bukit Timah Wet Market & Food Centre (Interim),"Jalan Seh Chuan, Singapore 598578",Singapore,Central,1.0,Street Food,103.775054,1.3407156,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=7625012176313534437,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Beer,Coffee,Wheelchair accessible",No Description Available Yet,A,0,1,5.0,poor,0.9373,poor,0.8217,poor,0.8215,2.0,2.0,2.0
ChIJTcC3mA8a2jER8_61xS6bFN0,Bumbu Restaurant (Queen's),"Queen's Road, Singapore 268097",Singapore,Central,2.0,Singaporean,103.8087819,1.319337,6479 4075,Not in Michelin Guide Yet,https://maps.google.com/?cid=15930528407104126707,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,4.5,good,0.7488,excellent,0.5086,good,0.9781,4.0,4.75,4.0
ChIJ_W2jIrEZ2jERpx5zNEeliOg,Bumbu Restaurant (Kandahar Street),"48 Kandahar Street, Singapore 198898",Singapore,Central,2.0,Indonesian,103.8599942,1.3018761,6392 8628,Not in Michelin Guide Yet,https://maps.google.com/?cid=16755824138873151143,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,5,4.8,good,0.6363,excellent,0.7767,good,0.9364,4.0,4.6,4.0
ChIJT_3va4oQ2jERlZvoKOY4tik,Buta Kin (Beauty World Centre),"144 Upper Bukit Timah Road, Singapore 588177",Singapore,Central,1.0,Street Food,103.7762593,1.3423741,8661 6028,Not in Michelin Guide Yet,https://maps.google.com/?cid=3005652362496351125,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,4.4,good,0.7981,excellent,0.6845,good,0.9803,3.6,4.2,3.6
ChIJvWnM-E4Q2jERrcEc1xul0NA,Cacio E Pepe Italian Restaurant,"5 Chu Lin Road, Singapore 669893",Singapore,West,3.0,Italian,103.7605786,1.3576834,6760 3534,Not in Michelin Guide Yet,https://maps.google.com/?cid=15046707894036513197,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,4,5.0,good,0.7917,excellent,0.9543,good,0.9885,4.25,5.0,4.0
ChIJx0dfzAsZ2jERTBmlVt5elE4,Cafe Melba At Mediapolis,"1 Stars Ave, #03-01 Mediacorp Campus, Singapore 138507",Singapore,Central,2.0,Cafe,103.7925581,1.295968,6352 2721,Not in Michelin Guide Yet,https://maps.google.com/?cid=5662254940540967244,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,3,1.67,poor,0.7455,good,0.5885,terrible,0.4037,2.0,3.33,1.67
ChIJM9OZ7osb2jERdl-pQKLO8Eo,Cafe Nora (Malay Food Nasi Padang),"720 Clementi West Street 2, Singapore 120720",Singapore,Central,1.0,Indonesian,103.7635239,1.3027835,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=5400043149482090358,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee",No Description Available Yet,A,0,2,4.0,good,0.7258,excellent,0.5602,average,0.9588,4.0,5.0,3.5
ChIJv02dX2sZ2jERt5SU6PJqMoQ,Cafe Oriental (Amara),"165 Tg Pagar Rd, Singapore 088539",Singapore,Central,2.0,Fusion,103.8433765,1.2750193,6879 2626,Not in Michelin Guide Yet,https://maps.google.com/?cid=9525793753358701751,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Beer,Wine,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,3.8,good,0.7966,excellent,0.7233,good,0.8412,3.6,4.0,3.6
ChIJea1VyX4W2jERKyC0xRbIH_0,Cafeela Roti Prata & Seafood Restaurant,"254 Jalan Kayu, Singapore 799481",Singapore,North-East,1.0,Seafood,103.8732893,1.3980448,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=18239517016005550123,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Outdoor seating,Coffee",No Description Available Yet,A,0,4,1.0,poor,0.8993,poor,0.9075,poor,0.7545,2.5,2.5,2.25
ChIJxQQ84iUX2jERJ9Rl7SOBvpI,Caffe Zeppin (Midview City),"Bright Hill Drive, Singapore 573971",Singapore,North-East,2.0,Cafe,103.8341391,1.3594086,6262 1367,Not in Michelin Guide Yet,https://maps.google.com/?cid=10574030966419215399,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Coffee,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,4.8,good,0.8177,excellent,0.9412,good,0.9537,4.4,4.8,4.2
ChIJ_-7AzEYY2jERpExbrmGOYQE,Caf Melba At Goodman Arts Centre,"Mountbatten Road, Singapore 439053",Singapore,Central,3.0,Cafe,103.8848969,1.3033523,6440 6068,Not in Michelin Guide Yet,https://maps.google.com/?cid=99517216967052452,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,3.8,good,0.7452,excellent,0.6583,good,0.8024,3.8,4.0,4.0
ChIJnXZ5BUMa2jERNg_FrwFyWAU,Cali Rochester Park – Pet-Friendly Restaurant & Bar,"31 Rochester Drive, Singapore 138637",Singapore,Central,3.0,Western,103.7888696,1.3049669,9327 3666,Not in Michelin Guide Yet,https://maps.google.com/?cid=385183119709638454,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,5.0,good,0.9363,excellent,0.8658,good,0.998,4.0,4.75,4.0
ChIJ8VRDze8R2jEROdukih8M8Aw,Canadian 2 For 1 Pizza (Choa Chu Kang North Park Connector),"Choa Chu Kang North Park Connector, Singapore 680533",Singapore,West,1.0,Pizza,103.7431268,1.3922588,6970 5816,Not in Michelin Guide Yet,https://maps.google.com/?cid=932258452475271993,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,4.2,good,0.8377,good,0.8133,good,0.9711,3.4,3.8,4.0
ChIJAzojA9kZ2jER1M3ejWO2EB0,Canadian 2 For 1 Pizza (Kim Keat),"Kim Keat Road, Singapore 328843",Singapore,Central,1.0,Pizza,103.8527545,1.3239629,6352 5252,Not in Michelin Guide Yet,https://maps.google.com/?cid=2094374365425487316,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Credit cards,NFC payments",No Description Available Yet,A,0,2,4.5,average,0.9077,excellent,0.8478,good,0.9327,3.5,4.5,4.0
ChIJOWz-wnYU2jERBfaa4ygjGOo,Canadian 2 For 1 Pizza (Sembawang),"369 Sembawang Road, Singapore 758382",Singapore,North,1.0,Pizza,103.8261064,1.4267717,6756 7666,Not in Michelin Guide Yet,https://maps.google.com/?cid=16868271062840440325,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Credit cards,NFC payments",No Description Available Yet,A,0,3,3.67,average,0.8443,excellent,0.8756,good,0.3459,3.0,3.67,3.0
ChIJVZBieAgT2jERJhQMxs5R3X4,Canadian 2 For 1 Pizza (Woodlands Street 81),"806 Woodlands Street 81, Singapore 738526",Singapore,North,1.0,Takeout,103.7866854,1.4410687,6362 3060,Not in Michelin Guide Yet,https://maps.google.com/?cid=9141552767159768102,Not Awarded Any Yet,"Takeaway,Delivery,Credit cards,NFC payments",No Description Available Yet,A,0,4,3.25,good,0.6596,excellent,0.5701,good,0.855,3.75,4.0,3.5
ChIJQyL36doP2jERuInpA2GaVmc,Canadian 2 For 1 Pizza (Jurong West Street 42),"557 Jurong West Street 42, Singapore 640557",Singapore,West,1.0,Pizza,103.7184603,1.3539175,6264 1241,Not in Michelin Guide Yet,https://maps.google.com/?cid=7446308775371835832,Not Awarded Any Yet,"Takeaway,Delivery,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,4,4.0,good,0.9049,good,0.9542,good,0.9282,3.25,3.5,3.25
ChIJ4YXYWTwQ2jER722CYans_Ds,Canadian 2 For 1 Pizza (Bukit Batok Street 11),"164 Bukit Batok Street 11, Singapore 650164",Singapore,West,1.0,Takeout,103.7427709,1.3477508,6896 2391,Not in Michelin Guide Yet,https://maps.google.com/?cid=4322589954598399471,Not Awarded Any Yet,"Takeaway,Delivery,Credit cards,NFC payments",No Description Available Yet,A,0,4,5.0,good,0.8301,good,0.7197,good,0.5562,3.75,4.25,4.0
ChIJwykq0J4Q2jERViZ7ENWjZ88,Canadian 2 For 1 Pizza (King Albert Park),"King Albert Park, Singapore 598332",Singapore,Central,1.0,Pizza,103.7796827,1.3370096,6465 3218,Not in Michelin Guide Yet,https://maps.google.com/?cid=14945094023952148054,Not Awarded Any Yet,"Takeaway,Delivery,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,3.2,good,0.815,terrible,0.4296,poor,0.4198,2.6,2.2,2.0
ChIJNzPuIxsX2jERCubjluZTnUk,Canopy Jurong Lake Gardens,"Chinese Garden Road, Singapore 618662",Singapore,West,2.0,Western,103.7279994,1.338189,6556 1533,Not in Michelin Guide Yet,https://maps.google.com/?cid=5304488185951413770,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","Airy, light-filled restaurant with a casual vibe offering hearty global standards & outdoor seating.",A,0,5,4.6,good,0.7407,excellent,0.8049,good,0.8017,4.0,4.4,3.8
ChIJ063tHqcP2jERA7izPRRnlAE,Canteen 9,"Nanyang Avenue, Singapore 639811",Singapore,West,1.0,Chinese,103.6854716,1.3524232,9692 3456,Not in Michelin Guide Yet,https://maps.google.com/?cid=113829227223300099,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Coffee,Wheelchair accessible",No Description Available Yet,A,0,3,5.0,good,0.6025,excellent,0.5676,good,0.9656,3.33,4.0,4.0
ChIJwz3yHMEb2jER7qb8paiVoK0,Canton Paradise At Arc,"460 Alexandra Rd, #02 - 30, Singapore 119963",Singapore,Central,2.0,Cantonese,103.8017541,1.2737462,6274 0644,Not in Michelin Guide Yet,https://maps.google.com/?cid=12511164316407080686,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Beer,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,4.0,good,0.8293,excellent,0.9601,good,0.6579,3.25,4.25,4.0
ChIJvaWihQ0W2jERX_gryBqQ6sE,Canton Paradise At Compass One,"Sengkang Bus Interchange, Singapore 545077",Singapore,North-East,2.0,Cantonese,103.8953804,1.3921016,6386 4106,Not in Michelin Guide Yet,https://maps.google.com/?cid=13973139238572259423,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,2.6,good,0.7192,terrible,0.7181,good,0.6914,3.0,2.6,4.0
ChIJp0JVlEIa2jERVI0789NtGFw,Canton Paradise At The Star Vista,"1 Vista Exchange Green, Singapore 150162",Singapore,Central,2.0,Cantonese,103.7885449,1.3067344,6694 2915,Not in Michelin Guide Yet,https://maps.google.com/?cid=6636174808016719188,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,2.2,poor,0.6614,poor,0.5535,poor,0.766,2.4,2.0,2.8
ChIJqcLk6nEX2jER4_hyw8pOMWE,Cantonese Roasted,"Off upper Thomson Jalan Leban, Singapore 574419",Singapore,North-East,1.0,Chinese,103.8290076,1.3723618,9187 2371,Not in Michelin Guide Yet,https://maps.google.com/?cid=7003465528307284195,Not Awarded Any Yet,"Dine-in,Takeaway,Wheelchair accessible",No Description Available Yet,A,0,4,3.0,poor,0.7624,poor,0.5761,good,0.8599,2.75,2.25,3.25
ChIJF75fVaoe2jERZYVUuHEz-lQ,Capella Singapore,"1 The Knolls, Sentosa Island, 098297",Singapore,Central,3.0,Hotel,103.8241667,1.2497222,6377 8888,Not in Michelin Guide Yet,https://maps.google.com/?cid=6123263206880478565,Not Awarded Any Yet,"Cash only,Wheelchair accessible","Luxe quarters in a high-end hotel with designer furnishing, 4 restaurant/bars, a spa & event space.",B,1,4,4.5,good,0.6626,excellent,0.592,good,0.4832,4.0,4.75,4.0
ChIJs1MGe_cR2jER1Sv0Au-wtmQ,Captain Kim Korean Bbq & Hotpot Buffet,"1 Woodlands Rd, #01-24 Junction 10, Singapore 677899",Singapore,West,2.0,Buffet,103.7605691,1.379842,6235 7995,Not in Michelin Guide Yet,https://maps.google.com/?cid=7257182390147361749,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Credit cards,NFC payments",No Description Available Yet,B,1,4,4.0,average,0.7562,excellent,0.698,good,0.7776,3.5,4.0,3.75
ChIJ6ZICzEwP2jERlb1OvfWlxrk,Captain's Table,"10 Tuas West Drive, Singapore 638404",Singapore,West,3.0,Chinese,103.6354306,1.3425467,6869 2288,Not in Michelin Guide Yet,https://maps.google.com/?cid=13386569417267002773,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Beer,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,5.0,good,0.8419,good,0.9615,good,0.9904,4.25,4.25,4.0
ChIJW-HHrWwZ2jERC16smRC_0NQ,Carlton City Hotel Singapore,"1 Gopeng St, 1, Singapore 078862",Singapore,Central,3.0,Hotel,103.8436052,1.2759801,6632 8888,Not in Michelin Guide Yet,https://maps.google.com/?cid=15334966809215131147,Not Awarded Any Yet,"Credit cards,Wheelchair accessible","Contemporary rooms & suites in a polished hotel with hip bars & sleek dining, plus an outdoor pool.",A,0,2,5.0,good,0.6185,excellent,0.5999,good,0.6045,3.0,3.0,4.0
ChIJNfw8b6QZ2jER79zNHsXxBUE,Carnivore Brazilian Churrascaria,"30 Robertson Quay, Singapore 238251",Singapore,Central,3.0,Brazilian,103.8413154,1.2910755,6334 9332,Not in Michelin Guide Yet,https://maps.google.com/?cid=4685416816276528367,Not Awarded Any Yet,"Dine-in,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,3,3.67,excellent,0.8632,excellent,0.9583,excellent,0.9962,3.67,3.67,3.33
ChIJdbOELZ8Q2jER1jyouKcCxzc,Caruso,"791 Bukit Timah Road, Singapore 269761",Singapore,Central,2.0,Italian,103.7961268,1.3311661,6469 7508,Not in Michelin Guide Yet,https://maps.google.com/?cid=4019184111832284374,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,5,4.0,good,0.7802,excellent,0.5092,good,0.8152,3.0,4.0,3.6
ChIJ4XDSZEcV2jERn_RuX4ALOrk,Casa Kitchen Thai Food Yishun,"467B Yishun Street 42, Singapore 762467",Singapore,North,2.0,Thai,103.8516876,1.426486,9678 5912,Not in Michelin Guide Yet,https://maps.google.com/?cid=13346993091650712735,Not Awarded Any Yet,Takeaway,No Description Available Yet,B,1,4,4.75,good,0.7578,good,0.7066,good,0.973,4.0,4.0,4.25
