place_id,Restaurant Name,Is Michelin,Google Review Ratings,Reviews,value_tier,value_score,service_tier,service_score,taste_tier,taste_score,value_tier_numeric,service_tier_numeric,taste_tier_numeric
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,4,"Heng Gi Goose and Duck Rice is a Michelin Bib Gourmand hawker stall renowned for its expertly prepared braised duck rice, attracting long queues of loyal customers daily. The duck is braised slowly in a rich, aromatic soy-based herbal sauce, resulting in meat that is incredibly tender, moist, and deeply flavourful. Each slice has a smooth texture and absorbs the savoury braising liquid beautifully, making every bite satisfying without being overly salty.

The duck is served over a bed of fragrant rice, lightly drizzled with their signature gravy that enhances the overall taste while keeping the dish comforting and balanced. The accompanying chilli provides a gentle heat and tanginess, lifting the richness of the duck and adding another layer of flavour. The portion is generous, and the quality remains consistently high despite the stall’s popularity.

What makes Heng Gi stand out is its dedication to traditional preparation and attention to detail. The flavours are authentic, clean, and nostalgic, reflecting classic Singapore hawker heritage. Simple yet refined, Heng Gi delivers one of the most satisfying braised duck rice experiences in Maxwell Food Centre, fully deserving of its Michelin Bib Gourmand recognition.

Heng Gi Goose and Duck Rice at Tekka Centre is a humble hawker stall recognised by the Michelin Guide Bib Gourmand for its comforting braised duck rice. The duck is tender and flavourful, braised in a fragrant soy-based herbal gravy that pairs perfectly with a bowl of steamed rice. Each plate is served with fresh cucumber slices that add a light and refreshing crunch to balance the richness of the meat.

One of the best parts is the value. For only about SGD 4, the meal comes with duck, rice, and even a small bowl of warm herbal soup, making it an affordable and satisfying hawker meal. Adding their braised soya egg is highly recommended, as it soaks up the savoury sauce and brings extra depth of flavour. Simple, hearty, and comforting, it is a classic dish that keeps regulars returning. 🦆🍚",good,0.4847,excellent,0.861,good,0.9885,4,5,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,5,So far this is one of the best braised duck we eaten for so many years. My whole family love it especially my 96 year old mum.,excellent,0.4422,excellent,0.5618,good,0.987,5,5,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,5,Very tasty and the chili is perfect too! Affordable and very worth it,good,0.9976,excellent,0.5948,good,0.9988,4,5,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,5,This store braised its duck very uniquely and interesting compared to your typical duck store chains! Taste wise it’s more of gamey taste. Very affordable at $4 with decent meat portion! And comes with a big bowl of soup too,good,0.9821,excellent,0.1985,good,0.9907,4,5,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,2,"Tried Today , 10 / Oct . Rated 3/10 . Soup no good . Duck so so n vv salty ..!!!",poor,0.8675,terrible,0.4969,poor,0.9876,2,1,2
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,5,"This humble stall delivers a hearty portion of nostalgic duck rice that truly channels old-school charm. While the white rice may seem unassuming at first glance, it transforms into a flavor-packed delight when generously drenched in their signature gravy—a savory, aromatic broth that ties the dish together with its comforting depth. The meal is beautifully rounded out by a steaming bowl of soul-warming soup, reminiscent of the kind served in decades past. Every bite feels like a culinary time capsule, transporting diners back to the golden era of traditional hawker fare. For those craving authenticity and a taste of heritage, this plate doesn’t just satisfy hunger—it revives cherished memories.",good,0.2848,excellent,0.2921,good,0.9799,4,5,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,3,"Enjoyed this savoury braised duck which always command long queue during mealtime. Ordered the drumstick, I believe the price was high for the part requested. Not sure why there wasn't any soup to come along. The chili was tangy & mildy spicy.",poor,0.0907,excellent,0.0114,good,0.9888,2,5,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,5,Clean delicious and memorable braised duck! Made a special trip to get some meats from the store as my elderly dad had a sudden craving despite us having already cooked lunch. The stall is always busy and definitely worth the wait for the fantastic food and prices.,excellent,0.6958,excellent,0.8973,good,0.9982,5,5,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,4,"The duck was tasty, not quite the best I've had, good price in a reasonable portion, I recommend a visit.",good,0.9971,good,0.4773,good,0.9911,4,4,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,4,"I have wanted to try this for a while seeing the coveted Michelin Guide logos proudly displayed at the stall. While not stunning in my view, the overall combination of the tender braised duck drumstick, the perfectly cooked rice, and the herbalicious soup, makes it a very comforting and hearty meal.",good,0.6907,excellent,0.9105,good,0.9973,4,5,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,3,"Had lunch here recently. Ordered a quarter duck and added on a tau kwa and an egg. Duck gravy was savoury enough. However, duck meat given was quite little and didn't seem like it was truly a quarter of a duck. Duck meat was moderately tender but a little dry. Underneath the layer of duck breast was all cucumbers. Cucumbers were, unfortunately, not very fresh. Overall, an average duck rice meal. That said, the stall commands long lines of office workers during lunch.",good,0.8094,good,0.6448,good,0.9699,4,4,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,5,"Fabulous food, genuinely an insanely tasty duck and rice dish. Also came with a bowl of soup/broth which was DELICIOUS. The stall only takes cash but there is a cash machine about 1 min away from it. It was $8 Singaporean dollars for 2x duck and rice with the broth. That's about £4.50 GBP. Cannot recommend enough, insanely good especially for the price, I've paid so much more for such worse food 😫 it's so good. And the staff were super friendly and helpful. 5***** for everything. Also came with a chilli sauce which I can safely say was one of the best chilli sauces I've ever tried. Perfect combination of heat and tasty-ness!!",good,0.9418,excellent,0.9846,good,0.998,4,5,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,5,"The duck is braised to perfection, and the gravy pairs well with the rice, very old-school flavor. It's so yummy that I even dabao some duck wings home👍",average,0.705,excellent,0.683,good,0.9984,3,5,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,3,"The hawker centre could really use a deep clean and improved ventilation. The food was decent, though given the hype, expectations were higher. The duck was tender, with a thick, well-balanced sauce that wasn’t overly salty. The rice was of good quality, nice and grainy. The accompanying soup was flavorful and not just plain, colored water.",good,0.4427,excellent,0.4225,good,0.9957,4,5,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,4,"Braised duck is superb, but a bit pricy. I like a soup they provide to each customer, it is good with rice and braised duck.
We also ordered pork and egg, but I still prefer duck.",poor,0.8073,good,0.4302,good,0.838,2,4,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,5,"A very tasty braised duck, teochew style. Tried the duck rice with braised tofu. Duck meat was flavorful and tender 😋😋. Rice was top up with braised gravy - this was very nice. Chilli sauce was a nice complement with duck meat and rice. Herbal soup was good. Next time I'll try with added pork or egg. Reasonable hawker price. Queue during peak hours. Definitely will revisit again.",good,0.9678,good,0.3809,good,0.9923,4,4,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,3,"Quite a basic bowl of duck rice - tried the $4 bowl once, felt that the portion was too small. Went back a second time for the $6 portion, but still, it didn’t satisfy me.

Duck was quite rubbery and soup was salty..",poor,0.7307,poor,0.1516,poor,0.8627,2,2,2
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,1,"Used to be so popular, this time went no queue. standard have drop. Huge portion of rice, duck was very thinly sliced 8stripes of it. doesn’t balance, by the time I finish I still left a lot of rice. Meat was so tough, my kid and I barely manage to chew it off",good,0.2814,average,0.1497,good,0.1693,4,3,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,3,"A two person portion cost $12.50.
Hardly much meat with thin slice.
Gravy is rather salty.
Chilli sauce tastes sour with too much vinegar.",poor,0.9258,poor,0.0381,poor,0.549,2,2,2
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,3,"The seasoning sauce is not deep enough into the meat. The pumpkin rice portion is good. Overall, above average hawker food standard",good,0.7213,good,0.3182,good,0.9886,4,4,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,3,"Date of visit: Thursday 27 June 2024
Time : 11.45 am

First time visited this stall.
Ordered duck with yam rice and extra topping of liver. Priced at $4.50 plus $0.80.

Duck and rice is ok not so fragrant. So is the liver.
The red chili sauce in the sauce is good. Not the other chicken rice chili sauce.",good,0.8317,good,0.4292,good,0.7461,4,4,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,4,Duck meat and the kway Chap platter  were tender and flavourful.,good,0.6936,excellent,0.8103,good,0.9982,4,5,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,5,"My Favourite stall in this hawker
Love the duck noodles, porridge is pretty good too",good,0.7077,good,0.5808,good,0.994,4,4,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,5,"Very nice braised sauce and tender duck, for $4.50. Rice was also nicely cooked and not mushy. Herbal soup was nice too.",good,0.9818,good,0.445,good,0.9872,4,4,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,5,"One of my go-to comfort foods in this hawker center. Substantial portion of duck meat, good value. I usually go for the duck porridge.",good,0.8979,excellent,0.5148,good,0.9936,4,5,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,4,"$6 for duck set with pumpkin rice. Duck is tender, peanuts bit salty. Pumpkin rice could be more fragrant  ..with more pumpkin. Rice portion was generous  ... duck portion was bit less. Overall quite pricy but taste was OK.",good,0.8296,good,0.2377,good,0.9356,4,4,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,4,過年沒營業🫠😭,poor,0.4521,terrible,0.3034,good,0.2827,2,1,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,5,"Highly recommend this delicious duck rice

The braised taste is very rich and tasty and make the duck very nice. Too bad drumstick sold out so left breast n rear. Note prices abit high as it cost $6-7 for rear/drum

Somehow when paired with cilantro is eve bc more delicious though I usually do this

I also like the soup with herbal flavorful taste

Chilli is ok but not wow",good,0.5166,excellent,0.1989,good,0.9966,4,5,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,3,"Having been underwhelmed by the Bukit Panjang branch, I decided to give OG another chance. Despite the lunch crowd, the queue moved swiftly. I went for the standard duck rice set and added pork for a total of $6.

The price tag seems reasonable considering current inflation, but the portion size left me wanting more, especially on a particularly hungry day. The braised egg and tofu, which could have made the meal more filling, were unfortunately sold out.

While the duck meat was decent, lacking any unpleasant gamey smell, it wasn't as tender as I had hoped. The herbal soup also tastes quite flat. The chili sauce, too, was too acidic for my taste.

Perhaps I visited on a bad day but it is unlikely I will revisit them again.",good,0.7365,good,0.1517,good,0.918,4,4,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,4,"This is a nice braised duck rice, ordered a set for one pax, the duck meat was too little that I added 2 more wings , indeed was a tasty good…",good,0.9722,good,0.4844,good,0.999,4,4,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,5,One of the best in Singapore! Better than some of the famous restaurants. Michelin stars 2022 and 2024🌟,good,0.361,excellent,0.7741,good,0.9602,4,5,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,5,Had been patronising this stall since their ex couple owner till now.Still one of the best taste braised duck on the city island.,good,0.6975,excellent,0.7747,good,0.9915,4,5,4
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,1,Forget to take a picture for my plate of duck rice. Portion small and nothing special.,good,0.7337,average,0.5568,average,0.8455,4,3,3
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,3,There’s no goose meat. Change the signage please. Very misleading.,poor,0.7801,poor,0.5804,poor,0.7011,2,2,2
ChIJ66_bzLgZ2jERYsSC2gZv8jQ,Heng Gi Goose and Duck Rice,True,5,"Traditional braised duck is first class
Paylah accepted
Go early or risk disappointment
Gizzards are the first to be sold out
Soup is good, slightly herbal no MSG",good,0.8616,good,0.308,good,0.8949,4,4,4
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,5,Tried the prawn soup. Old School   Laksa also popular. Will try next time,good,0.3719,excellent,0.2935,good,0.9258,4,5,4
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,3,This stall sells only two items - laksa and prawn mee. The laksa was quite delicious but the broth was too diluted. Need to add chilli for taste. Expect long queue.,good,0.8296,good,0.1415,good,0.9478,4,4,4
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,5,"This stall is always crowded, and today I queued for about 10 minutes to try the Laksa. It was worth the wait — really delicious, with a very nice and flavorful gravy.",good,0.8155,good,0.6754,good,0.9988,4,4,4
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,5,🥇 Best bowl of Laksa so far. Lemak gravy with lotsa ingredient at the price. Generous Hum given so fresh. This stall been around for many years. There was a period when I try is average but this is a must eat from now on. Definitely Worth the Q,good,0.9842,excellent,0.2029,good,0.9929,4,5,4
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,1,"A few of us went to the store and ate… but we suffered bad stomachache after…

And we didn’t really think it deserve Michelin status.",poor,0.9102,terrible,0.3601,poor,0.9465,2,1,2
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,5,"The laksa is flavourful, with 3 triangular tau pops, generous supply of fat, nice cockles, come with fish cakes and prawns. You can add chilli and powdered laksa leaves to add more taste. I tasted the prawn soup and it is tasty with umami sense. The uncle and auntie manning the store are kind and courteous too. Long queue but queue clears fast as laksa orders were served fast.",good,0.7779,good,0.9723,good,0.997,4,4,4
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,5,"Excellent, likely the best Laksa in the West. The stall only serves Laksa and Prawn Mee and is ""No pork, No lard"". You can choose different noodles.

Pretty much one of the few remainding Laksa offerings in the West.",good,0.8387,excellent,0.9007,excellent,0.9832,4,5,5
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,5,"Heng Heng Cooked Food Stall has rightfully earned its Michelin recommendation in 2024, standing out as a noteworthy destination for Singaporean street food enthusiasts.
Their laksa is deeply aromatic and bursting with rich, flavourful broth, complemented by generously portioned fresh ham and prawns. While the dish excels in quality and generosity, diners who seek the nostalgic taste of traditional laksa might notice a subtle difference from the original essence. However, one unique touch is the availability of laksa leaves, allowing customers to enhance their bowls according to personal preference—an appreciated gesture that elevates the experience.
Equally impressive is their prawn mee, which strikes a perfect balance between a robust, umami-rich broth and well-cooked noodles, harmonizing beautifully with the freshness of the prawns. It’s a dish that resonates well with all ages, particularly children, making it a fantastic option for families.
Overall, Heng Heng Cooked Food Stall is undoubtedly worth a visit. The food is well-executed, portions are generous, and the pricing remains reasonable, making it an accessible spot to enjoy high-quality local flavours. Whether you're craving a comforting bowl of laksa or a delightful serving of prawn mee, this stall promises a satisfying culinary experience.",good,0.5428,excellent,0.8546,good,0.992,4,5,4
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,4,Strong prawn taste laksa if you like prawn taste. The soup is tasty but not thick enough for my liking. A lot of cockles though the size is small,good,0.3582,good,0.0512,good,0.9812,4,4,4
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,4,"The prawn noodles exhibit a delightful balance. The dry version, when combined with the stall’s distinctive chili paste, creates a harmonious flavor profile.  The broth, meanwhile, achieves the perfect consistency—neither overly thick nor opaque, showcasing a refined culinary technique.",good,0.5599,excellent,0.537,good,0.9944,4,5,4
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,5,"Tried their laksa after reading many good reviews … and it didn’t disappoint 😋
The thick beehoon noodle is cooked nicely, not over/ under cooked, giving it good bounciness 👍🏼
The prawn & cockles are pretty fresh too.
The star of the dish is the broth ⭐️⭐️⭐️ the amazing flavours combined with the nice balance of umami with santan (coconut milk) and a tinge of spiciness.

The lady owner is really nice & friendly but be warned that the service is a bit slow, resulting in a pretty long queue … but then again, why rush? It’s worthwhile to wait some time for something good 😊",good,0.4722,good,0.7418,good,0.9841,4,4,4
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,4,"The smallest $4 laksa has all the goodness including 2 half shrimps and a handful of cockles. The cooking is a little slow, hence there is always a small queue.",good,0.9551,excellent,0.6254,good,0.993,4,5,4
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,4,"The prawn noodle soup with sweetness from prawns.
Missing usual slices of pork meat in serving and slightly pricier than my usual stalls.
Overall, a delicious prawn noodle, but perhaps could be improved with the addition of pork meat in it.",poor,0.9818,good,0.7303,good,0.9888,2,4,4
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,4,"This is the most popular Laksa stall in the West. It is hot (high temperature) and spicy hot. Very delicious. Usually there is a long queue. The cockles are very fresh.

这是西部最受欢迎的叻沙摊位。 热，辣。 非常美味。 排队通常都会很长。蛤很新鲜。

這是西部最受歡迎的叻沙攤位。  熱，辣。  非常美味。  排隊通常都會很長。 蛤很新鮮。",good,0.5686,excellent,0.5436,good,0.9675,4,5,4
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,3,"I had the laksa. I wasn't the one who bought so can't vouch the service and atmosphere. But I'm not sure why this is Michelin as well. My mom said it's authentic but I think it's too bland tasting compared to the rest I had elsewhere and the prawn was so fishy like omg idk if it's the marinate or what. Won't get again. The queue cleared very slowly as well. Tho queue doesn't look long, it took quite long to be served. But it was definitely a $5 portion food.",poor,0.8743,excellent,0.8351,poor,0.9346,2,5,2
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,5,"Laksa ($5 for medium + $1 for extra hum) - Excellent. Large, fresh, and a good portion of hums. Also came with some small prawns, tau pok, and fish cake slices.

From an earlier visit:
Laksa (medium for $4 with $1 for extra hum) - a good portion of largish, fresh, juicy cockles, which had the flavour of the sea. The tau pok was good and there were a few small prawns.",good,0.97,excellent,0.9363,good,0.9867,4,5,4
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,3,Laksa was good but not prawn noodles is average,poor,0.5102,excellent,0.2537,good,0.9597,2,5,4
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,1,"Not sure how they got their Michelin. Not sure why is high rating as there’s no prawn broth taste. I ordered the medium size for 2 bowls of laksa and 1 prawn soup noodle.

Laksa gravy just plain sweetness, fish cake, cockles, tau pok. Laksa leaves also cannot save this dish.

As for the prawn noodle, same sweetness and just thin prawn n fish cakes. No prawn broth whatsoever.

Total disappointment and I still cannot comprehend the long queue.

Why would they need to add so much sugar?",poor,0.7863,terrible,0.2674,poor,0.9725,2,1,2
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,5,"Delicious and appetizing laksa. No pork no lard. Usual ingredients of laksa, with prawn.",good,0.6941,excellent,0.1543,good,0.9993,4,5,4
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,5,"Laksa very yummy, love the fresh cockles inside the laksa. Very cheap and worth it. Tq.",good,0.9986,excellent,0.7818,good,0.9993,4,5,4
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,4,"A hearty breakfast at Heng Heng Cooked Food, my first attempt ordering their signature laksa. The stall owner was kind and generous, the serving of laksa priced at $4 topped with huge cockles, these days, such palatable local hawker food is rare to come by, overall, I enjoyed this weekend breakfast indeed and recommend you give it a try too! Be prepared to allocate extra 20-30’ to queue along laksa fans! 🥰",good,0.9911,excellent,0.9898,good,0.9986,4,5,4
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,4,"One of the few better stores in Yuhua Market with Michelin Bib Gourmand. Get your Laksa 🍜 or Prawn Noodles 🦐 for $4, $5, or $6.

The store owners are nice and friendly, allowing you to customise your dish if you don't want some ingredients.

The Laksa soup broth isn't very spicy or thick, which is suitable for my taste. I find that the prawns size varied on different days of ordering though.",good,0.9836,excellent,0.9138,good,0.9496,4,5,4
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,5,First experience here and loved it. Ordered prawn mee . Broth so flavourful. Uncle is very friendly and nice. Can use Paylah. Can recommend.,good,0.8119,good,0.9813,good,0.999,4,4,4
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,5,"Have not eaten this in awhile so decided to have a dose as I was passing by this way.
This stall has kept its taste, rich prawn broth but not over powering. Chilli matches well with the noodles. For $4, I would say the serving is generous.",good,0.8876,good,0.4638,good,0.95,4,4,4
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,3,"This old school prawn noodle ticked a lot of right boxes - robust soup, sliced prawns, generous portion, hae bee infused chilli paste and even still got kang kong, yet the end result did not quite matches the sum of its parts. The lack of pork lard is definitely obvious here.

It's no wonder most who patronize the stall came for their Laksa instead.",good,0.0847,good,0.0484,good,0.424,4,4,4
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,1,8 ppl q .. she had add lots of water to the laksa kua pot. By the time get served it tastes of nothing. Also if you get bigger portions they only increase noodles but not kua/fish cake etc,good,0.3485,average,0.2774,poor,0.779,4,3,2
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,5,"A bowl of very good laksa, full of flavours and decent portion, unlike other laksa stalls. I noticed that this stall blanches the noodles first before adding the laksa gravy whereas other blanch their noodles using the laksa gravy. Apparent there is no loss in flavours using the former process.

Cockles and prawns were fresh and the tau pok fully soaks up the laksa gravy.

Well deserving their Bib Gourmand.",good,0.8087,excellent,0.7881,good,0.9893,4,5,4
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,3,"$4 for this laksa, with 3 tau pok and 2 half prawns. Taste is good. Noodle portion is also ok.",good,0.9595,excellent,0.45,good,0.9945,4,5,4
ChIJZZZoqxkQ2jERWiP5Vfg2uDY,Heng Heng Cooked Food,True,3,Tried their laksa which looks good.  It is reasonably priced.  A very Traditional laksa.  Would prefer more aroma and taste.,good,0.9977,good,0.3774,good,0.9471,4,4,4
ChIJS07AMK0Z2jERaZQaE5AaREQ,Heng Kee,True,3,排很久，但不會讓你想回訪,good,0.4085,good,0.4445,good,0.412,4,4,4
ChIJS07AMK0Z2jERaZQaE5AaREQ,Heng Kee,True,4,"Truly michelin food. Smooth curry, juicy chicken, awesome sambal, huge fish cake and huge chunk of potato are really makes a complete set.
.
#sgfoodies #sgfood #michelinguidesg #hengkee #currychicken",good,0.2537,excellent,0.2174,excellent,0.9975,4,5,5
ChIJS07AMK0Z2jERaZQaE5AaREQ,Heng Kee,True,5,"Delicious curry mee! Fragrant, flavourful broth and generous ingredients.
Friendly staff and great service!",average,0.6408,good,0.998,good,0.9986,3,4,4
ChIJS07AMK0Z2jERaZQaE5AaREQ,Heng Kee,True,5,"This stall opens at 10:30 am, and I arrived at 10:35 am to queue. Ended up waiting about an hour just to try the drumstick Curry Chicken Rice Noodles at $9.50. Unfortunately, the taste was very average.

I’ll probably try some other better food around this area next time.",poor,0.8313,average,0.3679,poor,0.9933,2,3,2
ChIJS07AMK0Z2jERaZQaE5AaREQ,Heng Kee,True,5,Best curry chicken noodles in Singapore.,average,0.82,excellent,0.7153,good,0.9885,3,5,4
ChIJS07AMK0Z2jERaZQaE5AaREQ,Heng Kee,True,5,"Heng Kee Curry Chicken Noodles,  comfort in a bowl 🍜❤️

Their curry is rich but not jelak, with that old-school, slightly grainy spice paste that tells you it’s been simmered patiently. The gravy clings to the noodles, spicy but rounded, and somehow always hits harder on a hungry day.

For the $9.50 portion, the chicken is generous and tender, tofu puffs soak up all that curry goodness, and the potatoes are soft enough to break apart with a spoon. I love how messy it gets halfway through oil on the surface, curry splashes on the bowl, zero regrets.

It’s not fancy. It’s not trying to be trendy. Just a solid, deeply satisfying bowl that feels familiar, comforting, and reliably shiok every single time.",good,0.9606,good,0.3239,good,0.9907,4,4,4
ChIJS07AMK0Z2jERaZQaE5AaREQ,Heng Kee,True,5,"Queued about 1.5 hours during weekend lunch but is totally worth it. The curry gravy is rich and full of flavour and the chicken is super tender. After all these years, the standard is still there. Always satisfying!",average,0.9057,good,0.4279,good,0.998,3,4,4
ChIJS07AMK0Z2jERaZQaE5AaREQ,Heng Kee,True,5,Perfect place for lunch. So good! Cash only.,good,0.9104,excellent,0.751,good,0.9943,4,5,4
ChIJS07AMK0Z2jERaZQaE5AaREQ,Heng Kee,True,5,Fantastic yummy curry with tender chicken. Simply delicious comfort food.,average,0.7545,excellent,0.3222,good,0.9986,3,5,4
ChIJS07AMK0Z2jERaZQaE5AaREQ,Heng Kee,True,5,"Very flavourful bowl of curry chicken noodles. The gravy is thick, rich, and robust—adding chili takes it to another level. The chicken is tender and delicious. Two sizes available at $7 and $9.50 (I had the $7 bowl).Went around 11am and queued for about 30 minutes, but it was absolutely worth the wait. Thumbs up! 👍 Will definitely be back again.",good,0.9607,excellent,0.7347,good,0.9977,4,5,4
ChIJS07AMK0Z2jERaZQaE5AaREQ,Heng Kee,True,3,"总体一般，三星评价。
来芳林办事顺便想吃下基记面家可是转了几圈找到后发现没营业，路过楼下的时候看到这家排队索性下来试试……
排了接近半小时，前面也就是七、八、十来个人，询问后我要了一碗大份；鸡腿米粉面价格9.5新币。
米粉面就是一半米粉一半黄面，加个鸡腿切段。
份量是大份，实际没有多少米粉和面，一块豆腐切开，一条鱼条，四分一的土豆一块，一根鸡腿切段。
制作方式就是先煮熟米粉面然后像西安羊肉泡馍一样用大锅里的咖喱汤来冒（汤装进去再倒出来反复几次）配料和粉面，几次下来再装上同一口大锅里的咖喱汤就成了，直观看卖相很好。
找地方落座试了一下味道，说实话咖喱汤汁很一般般没那么浓郁，撇开汤面浮的黄咖喱，发现汤色有点发黑，这是我不喜欢的，尝了几口给鸡块肉还可以，豆腐和土豆算是陪衬，面和粉的融合也没有吃出多么出彩，9.5新币的价格属实有点对不起出品，尤其黑的汤底，我担心嘌呤应该超标不知道多少。
潦草几口吃完了粉面和豆腐配菜起身离开。
店家虽然挂着米芝莲的招牌，但是在我看来是有差距的。
卫生情况；食阁卫生就别太讲究了，但是我是看不惯一手收完钱又去翻动食物都不戴手套习惯。
就这样吧，服务还是不错的。",good,0.5584,good,0.5218,good,0.3363,4,4,4
